date,sku,type,sz,wght
16/10/19,TM,procure,10,126.85
16/10/19,TM,procure,10,126.6
16/10/19,TM,procure,10,126.6
16/10/19,TM,procure,10,126.7
16/10/19,TM,procure,10,126.7
16/10/19,TM,sold,8,126.8
16/10/19,TM,procure,10,126.8
16/10/19,TM,procure,10,126.7
16/10/19,TM,sold,2,126.8
16/10/19,TM,procure,10,126.85
16/10/19,TM,procure,10,126.7
16/10/19,TM,procure,10,126.7
16/10/19,TM,procure,10,126.6
16/10/19,TM,procure,10,126.55
16/10/19,TM,procure,10,126.55
16/10/19,TM,procure,10,126.6
16/10/19,TM,procure,100,126.5
16/10/19,TM,procure,10,126.5
16/10/19,TM,procure,10,126.55
16/10/19,TM,procure,10,126.55
16/10/19,TM,procure,10,126.55
16/10/19,TM,procure,10,126.55
16/10/19,TM,sold,10,126.75
16/10/19,TM,sold,10,126.7
16/10/19,TM,procure,10,126.5
16/10/19,TM,procure,10,126.45
16/10/19,TM,procure,10,126.4
16/10/19,TM,procure,10,126.45
16/10/19,TM,sold,10,126.7
16/10/19,TM,sold,10,126.75
16/10/19,TM,sold,10,126.85
16/10/19,TM,sold,10,126.85
16/10/19,TM,sold,10,126.85
16/10/19,TM,sold,10,126.85
16/10/19,TM,sold,10,126.85
16/10/19,TM,sold,10,126.85
16/10/19,TM,sold,10,126.8
16/10/19,TM,sold,10,126.8
16/10/19,TM,sold,10,126.9
16/10/19,TM,sold,10,126.9
16/10/19,TM,sold,10,126.9
16/10/19,TM,sold,10,127
16/10/19,TM,sold,6,127
16/10/19,TM,sold,4,127
16/10/19,TM,sold,10,127
16/10/19,TM,sold,10,127
16/10/19,TM,sold,10,127
16/10/19,TM,sold,10,127
16/10/19,TM,sold,10,127.1
16/10/19,TM,sold,10,127.1
16/10/19,TM,sold,10,127
16/10/19,TM,procure,10,126.9
16/10/19,TM,procure,10,126.85
16/10/19,TM,procure,10,126.85
16/10/19,TM,procure,10,126.9
16/10/19,TM,procure,10,126.8
16/10/19,TM,procure,10,126.8
16/10/19,TM,sold,10,127
16/10/19,TM,sold,5,127
16/10/19,TM,sold,5,127
16/10/19,TM,sold,10,127.15
16/10/19,TM,sold,6,127.15
16/10/19,TM,sold,4,127.15
16/10/19,TM,sold,10,127.15
16/10/19,TM,sold,10,127.15
16/10/19,TM,sold,10,127.15
16/10/19,TM,sold,10,127.15
16/10/19,TM,sold,10,127.1
16/10/19,TM,sold,10,127.15
16/10/19,TM,sold,10,127.1
16/10/19,TM,sold,10,127.1
16/10/19,TM,sold,1,127.1
16/10/19,TM,sold,10,127.3
16/10/19,TM,sold,10,127.3
16/10/19,TM,sold,10,127.3
16/10/19,TM,sold,10,127.2
16/10/19,TM,sold,10,127.35
16/10/19,TM,sold,10,127.35
16/10/19,TM,sold,10,127.3
16/10/19,TM,sold,10,127.2
16/10/19,TM,sold,10,127.2
16/10/19,TM,procure,10,127.15
16/10/19,TM,procure,10,127.1
16/10/19,TM,procure,10,127.05
16/10/19,TM,procure,10,127.05
16/10/19,TM,sold,10,127.3
16/10/19,TM,sold,10,127.3
16/10/19,TM,sold,2,127.35
16/10/19,TM,sold,5,127.35
16/10/19,TM,procure,8,127.05
16/10/19,TM,procure,10,127.1
16/10/19,TM,procure,10,127.1
16/10/19,TM,procure,10,127.1
16/10/19,TM,procure,10,127
16/10/19,TM,procure,10,127
16/10/19,TM,procure,10,126.8
16/10/19,TM,procure,10,126.75
16/10/19,TM,procure,10,126.7
16/10/19,TM,procure,10,126.7
16/10/19,TM,procure,10,126.7
16/10/19,TM,procure,10,126.7
16/10/19,TM,procure,85,126.7
16/10/19,TM,procure,10,126.7
16/10/19,TM,procure,10,126.7
16/10/19,TM,procure,10,126.6
16/10/19,TM,procure,10,126.5
16/10/19,TM,procure,20,126.5
16/10/19,TM,procure,20,126.6
16/10/19,TM,procure,20,126.45
16/10/19,TM,procure,20,126.5
16/10/19,TM,procure,20,126.45
16/10/19,TM,procure,20,126.5
16/10/19,TM,procure,20,126.55
16/10/19,TM,procure,30,126.5
16/10/19,TM,procure,10,126.4
16/10/19,TM,procure,10,126.3
16/10/19,TM,procure,20,126.4
16/10/19,TM,procure,20,126.45
16/10/19,TM,procure,30,126.45
16/10/19,TM,sold,50,126.85
16/10/19,TM,sold,20,126.9
16/10/19,TM,sold,16,126.95
16/10/19,TM,sold,4,126.95
16/10/19,TM,sold,16,126.95
16/10/19,TM,sold,4,126.95
16/10/19,TM,sold,3,126.95
16/10/19,TM,procure,50,126.75
16/10/19,TM,procure,50,126.8
16/10/19,TM,procure,100,126.5
16/10/19,TM,procure,50,126.35
16/10/19,TM,procure,50,126.3
16/10/19,TM,procure,50,126.3
16/10/19,TM,sold,50,126.8
16/10/19,TM,sold,20,127
16/10/19,TM,sold,20,127
16/10/19,TM,sold,1,127
16/10/19,TM,sold,17,126.95
16/10/19,TM,sold,30,126.95
16/10/19,TM,sold,30,127
16/10/19,TM,sold,100,127
16/10/19,TM,procure,200,126.3
16/10/19,RLE,sold,1,1368.8
16/10/19,RLE,sold,4,1368.95
16/10/19,TM,procure,200,126.2
16/10/19,TM,sold,200,126.5
16/10/19,TM,procure,200,126.2
16/10/19,TM,procure,100,126
16/10/19,TM,procure,200,126.1
16/10/19,TM,procure,10,125.75
16/10/19,TM,procure,10,125.7
16/10/19,TM,procure,10,125.65
16/10/19,TM,sold,10,125.95
16/10/19,TM,sold,10,126
16/10/19,TM,sold,10,126.05
16/10/19,TM,sold,200,126.3
16/10/19,TM,procure,10,125.05
16/10/19,TM,sold,10,124.7
16/10/19,TM,sold,10,124.65
16/10/19,TM,procure,20,125
16/10/19,TM,sold,20,125.1
16/10/19,TM,sold,10,125.4
16/10/19,TM,sold,25,125.8
16/10/19,TM,sold,982,125.75
16/10/19,TM,sold,617,125.7
17/10/19,TM,procure,100,125.8
17/10/19,TM,procure,100,125.5
17/10/19,TM,sold,100,125.8
17/10/19,TM,sold,100,126.1
17/10/19,TM,procure,100,126
17/10/19,TM,procure,100,125.75
17/10/19,TM,sold,80,126.1
17/10/19,TM,sold,20,126.1
17/10/19,TM,sold,100,126.3
17/10/19,TM,procure,100,126.25
17/10/19,TM,sold,48,126.6
17/10/19,TM,sold,52,126.6
17/10/19,TM,procure,100,126.5
17/10/19,TM,procure,100,126.25
17/10/19,TM,sold,100,126.5
17/10/19,TM,sold,100,126.6
17/10/19,TM,sold,100,126.9
17/10/19,TM,procure,32,126.5
17/10/19,TM,procure,68,126.55
17/10/19,TM,sold,100,126.6
17/10/19,TM,procure,100,126.25
17/10/19,TM,procure,100,126.25
17/10/19,TM,procure,100,126
17/10/19,TM,sold,100,126.6
17/10/19,TM,sold,100,126.9
17/10/19,TM,sold,100,129.15
17/10/19,TM,procure,100,129.25
17/10/19,TM,procure,100,129
17/10/19,TM,procure,100,128.75
17/10/19,TM,procure,100,128.5
17/10/19,TM,sold,100,128.6
17/10/19,TM,sold,100,128.8
17/10/19,TM,sold,100,129.1
17/10/19,TM,procure,100,128.7
17/10/19,TM,sold,100,129
17/10/19,TM,sold,100,129.3
17/10/19,TM,sold,100,129.55
17/10/19,TM,procure,100,139.25
22/10/19,TM,sold,20,133.3
22/10/19,TM,sold,20,133.3
22/10/19,TM,procure,20,133.2
22/10/19,TM,procure,20,133
22/10/19,TM,procure,20,133
22/10/19,TM,sold,20,132.85
22/10/19,TM,sold,20,133
22/10/19,TM,procure,20,132.7
22/10/19,TM,sold,20,133.5
22/10/19,TM,procure,20,134.35
22/10/19,TM,procure,20,132.55
22/10/19,TM,sold,3,131.4
22/10/19,TM,sold,17,131.4
22/10/19,TM,sold,20,131.5
22/10/19,TM,procure,20,131.2
22/10/19,TM,procure,20,131
22/10/19,TM,sold,20,130.9
22/10/19,TM,procure,20,130.6
22/10/19,TM,sold,20,130.8
22/10/19,TM,sold,20,130.95
22/10/19,INY,sold,40,666.45
22/10/19,INY,sold,10,666.7
22/10/19,TM,sold,20,131.2
22/10/19,TM,procure,20,130.9
22/10/19,TM,procure,30,131
22/10/19,TM,procure,20,130.9
22/10/19,TM,sold,20,131.1
22/10/19,TM,sold,20,131.05
22/10/19,TM,procure,20,130.9
22/10/19,TM,procure,20,130.8
22/10/19,TM,procure,20,130.85
22/10/19,TM,sold,20,131.15
22/10/19,TM,sold,20,131.1
22/10/19,TM,procure,20,130.85
22/10/19,TM,procure,20,130.9
22/10/19,TM,sold,20,131.05
22/10/19,TM,sold,3,131.1
22/10/19,TM,sold,17,131.1
22/10/19,TM,sold,20,131.1
22/10/19,TM,procure,20,131.1
22/10/19,TM,sold,6,131.15
22/10/19,TM,sold,14,131.15
22/10/19,TM,sold,20,131.15
22/10/19,TM,sold,20,131.15
22/10/19,TM,sold,20,131.2
22/10/19,TM,sold,20,131.2
22/10/19,TM,sold,20,131.2
22/10/19,TM,sold,20,131.2
22/10/19,TM,sold,20,131.2
22/10/19,TM,procure,20,131
22/10/19,TM,procure,20,130.9
22/10/19,TM,procure,20,130.9
22/10/19,TM,procure,20,130.85
22/10/19,TM,procure,20,130.75
22/10/19,TM,procure,20,130.8
22/10/19,TM,procure,20,130.75
22/10/19,TM,procure,20,130.8
22/10/19,TM,procure,20,130.8
22/10/19,TM,procure,20,130.65
22/10/19,TM,procure,20,130.5
22/10/19,TM,sold,20,130.3
22/10/19,TM,sold,30,131.05
22/10/19,TM,sold,20,131.1
22/10/19,TM,sold,20,131.15
22/10/19,TM,sold,20,131.2
22/10/19,TM,sold,1,131.15
22/10/19,TM,sold,7,131.3
22/10/19,TM,sold,7,131.3
22/10/19,TM,sold,4,131.3
22/10/19,TM,sold,2,131.3
22/10/19,TM,sold,5,131.3
22/10/19,TM,sold,5,131.3
22/10/19,TM,sold,4,131.3
22/10/19,TM,sold,6,131.3
22/10/19,TM,sold,20,131.4
22/10/19,TM,sold,20,131.5
22/10/19,TM,sold,20,131.6
22/10/19,TM,sold,20,131.55
22/10/19,TM,sold,20,131.6
22/10/19,TM,sold,20,131.7
22/10/19,TM,sold,20,131.75
22/10/19,TM,sold,20,131.8
22/10/19,TM,sold,20,131.8
22/10/19,TM,procure,6,131.6
22/10/19,TM,procure,14,131.6
22/10/19,TM,sold,20,131.7
22/10/19,TM,sold,20,131.75
22/10/19,TM,sold,20,131.8
22/10/19,TM,sold,20,131.8
22/10/19,TM,procure,20,131.5
22/10/19,TM,procure,20,131.5
22/10/19,TM,procure,20,131.5
22/10/19,TM,procure,20,131.45
22/10/19,TM,procure,20,131.45
22/10/19,TM,procure,20,131.4
22/10/19,TM,procure,20,131.4
22/10/19,TM,procure,20,131.3
22/10/19,TM,procure,20,131.3
22/10/19,TM,procure,20,131.25
22/10/19,TM,procure,2,131.2
22/10/19,TM,procure,18,131.2
22/10/19,TM,sold,20,131.9
22/10/19,INY,procure,50,660
22/10/19,TM,procure,20,131.85
22/10/19,TM,sold,20,132.15
22/10/19,TM,procure,5,132.15
22/10/19,TM,procure,15,132.15
22/10/19,TM,procure,20,132.3
22/10/19,TM,procure,20,132.25
22/10/19,TM,procure,30,132.2
22/10/19,TM,procure,20,132.2
22/10/19,INY,sold,50,654.85
22/10/19,TM,sold,30,131.9
22/10/19,TM,procure,30,131.6
22/10/19,TM,sold,10,131.95
22/10/19,TM,sold,10,131.95
22/10/19,TM,sold,20,132
22/10/19,TM,sold,4,132.1
22/10/19,TM,sold,1,132.1
22/10/19,TM,sold,1,132.1
22/10/19,TM,sold,7,132.1
22/10/19,TM,sold,7,132.1
22/10/19,TM,sold,20,132.45
22/10/19,TM,sold,20,132.5
22/10/19,TM,sold,20,132.6
22/10/19,TM,sold,20,132.55
22/10/19,TM,sold,20,132.5
22/10/19,TM,sold,20,132.15
22/10/19,TM,sold,7,132.3
22/10/19,TM,sold,13,132.3
22/10/19,TM,sold,1,132.4
22/10/19,TM,sold,9,132.4
22/10/19,TM,sold,9,132.4
22/10/19,TM,sold,1,132.4
22/10/19,TM,sold,20,132.5
22/10/19,TM,sold,20,132.6
22/10/19,TM,sold,20,132.8
22/10/19,TM,sold,20,133.1
22/10/19,TM,procure,20,133
22/10/19,TM,procure,20,133.05
22/10/19,TM,sold,20,133.3
22/10/19,TM,sold,20,133.35
22/10/19,TM,procure,20,133.2
22/10/19,TM,sold,20,133.3
22/10/19,TM,sold,20,133.5
22/10/19,TM,procure,100,133.95
22/10/19,TM,sold,20,134
22/10/19,TM,procure,100,133.85
22/10/19,TM,procure,20,133.7
22/10/19,TM,sold,100,134.1
22/10/19,TM,procure,75,133.8
22/10/19,TM,procure,25,133.8
22/10/19,TM,procure,100,133.85
22/10/19,TM,sold,100,134.15
22/10/19,TM,sold,100,134.15
22/10/19,TM,sold,100,134.3
22/10/19,TM,sold,13,134.65
22/10/19,TM,sold,7,134.65
22/10/19,TM,procure,813,135.5
22/10/19,TM,procure,187,135.55
22/10/19,TM,sold,20,134.5
22/10/19,TM,sold,20,134.45
22/10/19,TM,sold,20,134.5
22/10/19,TM,sold,20,134.55
22/10/19,TM,sold,20,134.75
22/10/19,TM,sold,20,134.8
22/10/19,TM,sold,20,134.85
22/10/19,TM,sold,20,134.85
22/10/19,TM,procure,20,134.7
22/10/19,TM,procure,20,134.7
22/10/19,TM,procure,20,134.6
22/10/19,TM,procure,20,134.55
22/10/19,TM,procure,6,134.55
22/10/19,TM,procure,14,134.55
22/10/19,TM,procure,20,134.45
22/10/19,TM,procure,20,134.5
22/10/19,TM,procure,20,134.5
22/10/19,TM,procure,20,134.5
22/10/19,TM,procure,20,134.45
22/10/19,TM,sold,20,134.45
22/10/19,TM,procure,20,134.4
22/10/19,TM,procure,20,134.25
22/10/19,TM,procure,20,134.2
22/10/19,TM,procure,20,134.2
22/10/19,TM,procure,20,134.2
22/10/19,TM,procure,20,134.2
22/10/19,TM,procure,19,134.15
22/10/19,TM,procure,1,134.15
22/10/19,TM,procure,9,134.15
22/10/19,TM,procure,11,134.15
22/10/19,TM,procure,20,133
22/10/19,TM,sold,20,133.15
22/10/19,TM,sold,20,133.3
22/10/19,TM,procure,20,134.1
22/10/19,TM,procure,20,134.05
22/10/19,TM,sold,20,134.25
22/10/19,TM,sold,20,134.35
22/10/19,TM,procure,20,134.25
22/10/19,TM,procure,20,134.2
22/10/19,TM,procure,20,134.15
22/10/19,TM,sold,20,134.3
22/10/19,TM,sold,20,134.35
22/10/19,TM,sold,20,134.4
22/10/19,TM,procure,20,134.05
22/10/19,TM,procure,20,134
22/10/19,TM,procure,20,133.95
22/10/19,TM,sold,5,134.45
22/10/19,TM,sold,5,134.45
22/10/19,TM,sold,4,134.45
22/10/19,TM,sold,6,134.45
22/10/19,TM,sold,20,134.6
22/10/19,TM,sold,20,134.5
22/10/19,TM,sold,20,134.6
22/10/19,TM,sold,20,134.5
22/10/19,TM,sold,20,134.7
22/10/19,TM,sold,20,134.8
22/10/19,TM,sold,18,134.8
22/10/19,TM,sold,2,134.8
22/10/19,TM,sold,20,134.75
22/10/19,TM,sold,5,134.9
22/10/19,TM,sold,15,134.9
22/10/19,TM,sold,20,135
22/10/19,TM,sold,20,135
22/10/19,TM,sold,20,134.85
22/10/19,TM,procure,20,134.7
22/10/19,TM,procure,20,134.65
22/10/19,TM,sold,684,134.7
22/10/19,TM,sold,3,134.7
22/10/19,TM,procure,20,134.6
22/10/19,TM,sold,313,134.7
22/10/19,TM,procure,20,134.6
22/10/19,TM,procure,20,134.55
22/10/19,TM,procure,20,134.55
22/10/19,TM,procure,1,134.5
22/10/19,TM,procure,20,134.4
22/10/19,TM,procure,5,134.5
22/10/19,TM,procure,14,134.5
22/10/19,TM,procure,5,134.4
22/10/19,TM,procure,975,134.4
22/10/19,TM,sold,20,134.35
22/10/19,TM,procure,20,134.05
22/10/19,TM,sold,20,133.85
22/10/19,TM,sold,20,134
22/10/19,TM,sold,20,134.1
22/10/19,TM,sold,20,134.2
22/10/19,TM,sold,9,134.2
22/10/19,TM,sold,11,134.2
22/10/19,TM,procure,20,134
22/10/19,TM,procure,20,134
22/10/19,TM,procure,20,133.9
22/10/19,TM,procure,20,133.9
22/10/19,TM,procure,20,133.95
22/10/19,TM,procure,20,133.8
22/10/19,TM,procure,20,133.7
22/10/19,TM,procure,20,133.7
22/10/19,TM,sold,20,133.4
22/10/19,TM,sold,100,133.6
22/10/19,TM,sold,100,133.7
22/10/19,TM,sold,100,133.8
22/10/19,TM,procure,100,133.6
22/10/19,TM,procure,100,133.6
22/10/19,TM,sold,100,133.7
22/10/19,TM,procure,100,133.5
22/10/19,TM,procure,100,133.5
22/10/19,TM,procure,100,133.5
22/10/19,TM,procure,20,133.3
22/10/19,TM,procure,100,133.3
22/10/19,TM,procure,100,133.4
22/10/19,TM,procure,100,133.4
22/10/19,TM,procure,100,133.2
22/10/19,TM,sold,100,133.15
22/10/19,TM,procure,20,133.1
22/10/19,TM,procure,20,133
22/10/19,TM,procure,100,133
22/10/19,TM,sold,100,133.1
22/10/19,TM,procure,100,132.85
22/10/19,TM,procure,15,132.8
22/10/19,TM,procure,5,132.8
22/10/19,TM,procure,20,132.75
22/10/19,TM,procure,100,132.8
22/10/19,TM,sold,100,133
22/10/19,TM,sold,8,133
22/10/19,TM,sold,92,132.95
22/10/19,TM,sold,100,133.1
22/10/19,TM,sold,100,133.2
22/10/19,TM,sold,25,133.3
22/10/19,TM,sold,8,133.3
22/10/19,TM,sold,8,133.3
22/10/19,TM,sold,25,133.3
22/10/19,TM,sold,34,133.3
22/10/19,TM,sold,100,133.4
22/10/19,TM,sold,100,133.5
22/10/19,TM,sold,100,133.5
22/10/19,TM,procure,100,133.2
22/10/19,TM,procure,100,133.1
22/10/19,TM,sold,1,133.3
22/10/19,TM,sold,9,133.25
22/10/19,TM,sold,1,133.25
22/10/19,TM,sold,3,133.25
22/10/19,TM,sold,10,133.2
22/10/19,TM,sold,1,133.2
22/10/19,TM,sold,89,133.2
22/10/19,TM,sold,75,133.25
22/10/19,TM,sold,1,133.25
22/10/19,TM,sold,6,133.25
22/10/19,TM,sold,1,133.25
22/10/19,TM,sold,4,133.25
22/10/19,TM,procure,100,133.1
22/10/19,TM,procure,100,133
22/10/19,TM,procure,100,133
22/10/19,TM,procure,100,133.05
22/10/19,TM,procure,50,132.95
22/10/19,TM,procure,50,132.95
22/10/19,TM,procure,9,132.9
22/10/19,TM,procure,91,132.9
22/10/19,TM,procure,59,132.9
22/10/19,TM,procure,41,132.9
22/10/19,TM,procure,100,132.75
22/10/19,TM,procure,100,132.8
22/10/19,TM,procure,100,132.7
22/10/19,TM,procure,20,132.5
22/10/19,TM,procure,20,132.2
22/10/19,TM,procure,20,132.2
22/10/19,TM,sold,100,133.35
22/10/19,TM,sold,20,133.4
22/10/19,TM,sold,7,133.4
22/10/19,TM,sold,8,133.4
22/10/19,TM,sold,65,133.4
22/10/19,TM,sold,100,133.8
22/10/19,TM,sold,100,133.8
22/10/19,TM,sold,100,133.9
22/10/19,TM,sold,100,133.9
22/10/19,TM,sold,20,134
22/10/19,TM,procure,100,133.4
22/10/19,TM,procure,90,133.3
22/10/19,TM,procure,10,133.3
22/10/19,INY,procure,50,650
22/10/19,TM,procure,20,132.1
22/10/19,TM,procure,20,131.8
22/10/19,TM,procure,20,131.85
22/10/19,TM,procure,20,132
22/10/19,TM,procure,20,131.7
22/10/19,TM,procure,20,131.65
22/10/19,TM,sold,1448,132
23/10/19,TM,procure,100,130.15
23/10/19,TM,procure,100,129.5
23/10/19,TM,sold,100,130.25
23/10/19,TM,procure,30,130
23/10/19,TM,procure,70,130
23/10/19,TM,procure,100,129.5
23/10/19,TM,procure,100,129
23/10/19,TM,procure,100,127.9
23/10/19,TM,sold,100,128.6
23/10/19,TM,procure,100,128.5
23/10/19,TM,sold,100,129
23/10/19,TM,procure,100,128.7
23/10/19,TM,sold,100,129.2
23/10/19,TM,sold,100,129.5
23/10/19,TM,sold,100,130
23/10/19,TM,procure,150,129.5
23/10/19,TM,sold,150,130
23/10/19,TM,sold,100,130.5
23/10/19,TM,procure,100,130
23/10/19,TM,sold,100,130.5
23/10/19,TM,sold,100,131
23/10/19,TM,procure,150,130.5
23/10/19,TM,sold,150,131
23/10/19,TM,sold,150,131
23/10/19,TM,procure,100,131.7
23/10/19,TM,sold,100,132.2
23/10/19,TM,procure,100,132.6
23/10/19,TM,procure,150,132
23/10/19,TM,sold,100,133.1
23/10/19,TM,sold,150,133
23/10/19,TM,procure,150,132.9
23/10/19,TM,procure,126,132.5
23/10/19,TM,procure,24,132.5
23/10/19,TM,procure,150,132
23/10/19,TM,procure,150,131
23/10/19,TM,sold,150,132
23/10/19,TM,sold,100,132.5
23/10/19,TM,sold,50,132.5
23/10/19,TM,procure,150,132
23/10/19,TM,sold,150,132.5
23/10/19,TM,procure,97,132
23/10/19,TM,procure,1,132
23/10/19,TM,procure,20,132
23/10/19,TM,procure,32,132
23/10/19,TM,sold,150,132.5
23/10/19,TM,sold,150,133
23/10/19,TM,sold,150,133.4
23/10/19,TM,procure,1,132.5
23/10/19,TM,procure,149,132.5
23/10/19,TM,procure,150,132
23/10/19,TM,sold,150,133
23/10/19,TM,procure,150,132.5
23/10/19,TM,procure,150,132.5
23/10/19,TM,sold,300,132.1
24/10/19,TM,procure,150,132
24/10/19,TM,sold,150,132.5
24/10/19,TM,procure,150,131.5
24/10/19,TM,sold,150,132.5
24/10/19,TM,sold,150,133
24/10/19,TM,procure,150,134
24/10/19,TM,procure,150,132.5
24/10/19,TM,sold,1,133.5
24/10/19,TM,sold,149,133.5
24/10/19,TM,procure,127,133.5
24/10/19,TM,procure,20,133.5
24/10/19,TM,procure,3,133.5
24/10/19,TM,procure,150,134
24/10/19,TM,procure,150,133.75
24/10/19,TM,sold,150,133.5
24/10/19,TM,procure,126,133
24/10/19,TM,procure,24,133
24/10/19,TM,procure,150,133
24/10/19,TM,procure,150,133
24/10/19,TM,procure,150,132
24/10/19,TM,procure,150,131.5
24/10/19,TM,procure,150,131
24/10/19,TM,sold,150,131.55
24/10/19,TM,sold,150,132
24/10/19,TM,procure,150,131.5
24/10/19,TM,sold,150,132
24/10/19,TM,sold,150,132.5
24/10/19,TM,procure,150,132.25
24/10/19,TM,procure,150,132
24/10/19,TM,sold,150,132.55
24/10/19,TM,sold,150,132.5
24/10/19,TM,procure,150,132.5
24/10/19,TM,sold,900,132
24/10/19,TM,procure,150,131.75
24/10/19,TM,sold,31,132
24/10/19,TM,sold,1,132
24/10/19,TM,sold,118,132
24/10/19,TM,procure,200,131.75
24/10/19,TM,sold,200,132
24/10/19,TM,procure,200,131.75
24/10/19,TM,sold,200,132
25/10/19,TM,procure,200,131.5
25/10/19,TM,sold,200,132.75
25/10/19,TM,procure,9,132.4
25/10/19,TM,procure,191,132.4
25/10/19,TM,procure,200,132
25/10/19,TM,sold,200,132.5
25/10/19,TM,procure,200,132
25/10/19,TM,sold,200,132.5
25/10/19,TM,procure,200,132
25/10/19,TM,sold,200,132.5
25/10/19,TM,procure,200,132
25/10/19,TM,procure,200,131.5
25/10/19,TM,procure,200,131
25/10/19,TM,sold,10,131.5
25/10/19,TM,sold,100,131.5
25/10/19,TM,sold,90,131.5
25/10/19,TM,procure,200,131
25/10/19,TM,procure,200,130.5
25/10/19,TM,procure,200,130
25/10/19,TM,procure,200,129.5
25/10/19,TM,procure,200,128.5
25/10/19,TM,sold,200,127.85
25/10/19,TM,procure,20,127.8
25/10/19,TM,procure,20,127.7
25/10/19,TM,procure,200,127.55
25/10/19,TM,procure,20,127.6
25/10/19,TM,sold,100,127.85
25/10/19,TM,sold,100,127.85
25/10/19,TM,sold,20,127.9
25/10/19,TM,sold,20,127.95
25/10/19,TM,sold,20,128
25/10/19,TM,sold,20,128.1
25/10/19,TM,sold,20,128
25/10/19,TM,sold,20,128.1
25/10/19,TM,sold,20,128.15
25/10/19,TM,sold,20,128.2
25/10/19,TM,sold,20,128.25
25/10/19,TM,sold,20,128.3
25/10/19,TM,procure,20,128.05
25/10/19,TM,sold,20,128.3
25/10/19,TM,procure,20,128.05
25/10/19,TM,procure,20,128.1
25/10/19,TM,procure,20,128.05
25/10/19,TM,procure,50,128.05
25/10/19,TM,procure,20,127.95
25/10/19,TM,procure,20,128
25/10/19,TM,procure,20,128
25/10/19,TM,procure,20,127.9
25/10/19,TM,procure,20,127.85
25/10/19,TM,procure,20,127.8
25/10/19,TM,sold,50,128.05
25/10/19,TM,sold,50,128
25/10/19,TM,sold,50,128.1
25/10/19,TM,sold,5,128.2
25/10/19,TM,sold,390,128.2
25/10/19,TM,sold,105,128.2
25/10/19,TM,sold,20,128.25
25/10/19,TM,sold,20,128.3
25/10/19,TM,sold,50,128.3
25/10/19,TM,sold,20,128.35
25/10/19,TM,sold,20,128.35
25/10/19,TM,sold,20,128.4
25/10/19,TM,sold,20,128.4
25/10/19,TM,sold,20,128.5
25/10/19,TM,procure,10,128.3
25/10/19,TM,procure,10,128.3
25/10/19,TM,procure,20,128.25
25/10/19,TM,sold,20,128.45
25/10/19,TM,procure,20,128.2
25/10/19,TM,procure,20,128.15
25/10/19,TM,procure,20,128.1
25/10/19,TM,sold,50,128.4
25/10/19,TM,procure,50,128.2
25/10/19,TM,procure,50,128.25
25/10/19,TM,procure,50,128.15
25/10/19,TM,sold,100,128.4
25/10/19,TM,procure,50,128.2
25/10/19,TM,sold,50,128.5
25/10/19,TM,sold,50,128.45
25/10/19,TM,sold,50,128.5
25/10/19,TM,sold,100,128.5
25/10/19,TM,sold,10,128.55
25/10/19,TM,sold,10,128.55
25/10/19,TM,sold,50,128.55
25/10/19,TM,sold,20,128.6
25/10/19,TM,sold,100,128.55
25/10/19,TM,sold,48,129
25/10/19,TM,sold,12,129
25/10/19,TM,sold,140,129
25/10/19,TM,procure,200,128.9
25/10/19,TM,sold,10,129.1
25/10/19,TM,sold,90,129.1
25/10/19,TM,sold,200,129.2
25/10/19,TM,procure,200,129
25/10/19,TM,sold,200,129.25
25/10/19,TM,procure,200,129.35
25/10/19,TM,procure,200,129.25
25/10/19,TM,procure,50,129.3
25/10/19,TM,procure,150,129.3
25/10/19,TM,procure,190,129
25/10/19,TM,procure,10,129
25/10/19,TM,procure,200,128.9
25/10/19,TM,sold,200,129.35
25/10/19,TM,procure,200,129.1
25/10/19,TM,procure,100,128.8
25/10/19,TM,sold,100,129.1
25/10/19,TM,sold,100,129.2
25/10/19,TM,sold,100,129.3
25/10/19,TM,procure,100,128.95
25/10/19,TM,procure,100,128.8
25/10/19,TM,sold,500,128.6
25/10/19,TM,procure,100,128.25
25/10/19,TM,procure,100,128.3
25/10/19,TM,procure,175,128.35
25/10/19,TM,procure,325,128.35
25/10/19,TM,procure,20,128
25/10/19,TM,procure,50,128.1
25/10/19,TM,procure,100,128.15
25/10/19,TM,procure,300,127.9
25/10/19,TM,procure,200,127.9
25/10/19,TM,procure,50,127.8
25/10/19,TM,procure,50,127.75
25/10/19,TM,sold,72,128.25
25/10/19,TM,sold,36,128.25
25/10/19,TM,sold,392,128.25
25/10/19,TM,sold,20,128.3
25/10/19,TM,procure,20,128.05
25/10/19,TM,sold,20,128.3
25/10/19,TM,sold,106,128.3
25/10/19,TM,sold,194,128.3
25/10/19,TM,sold,300,128.35
25/10/19,TM,sold,500,128.5
25/10/19,TM,procure,500,128.25
25/10/19,TM,procure,300,128.1
25/10/19,TM,sold,300,128.35
25/10/19,TM,procure,300,128.1
25/10/19,TM,procure,20,128.05
25/10/19,TM,procure,5,128.05
25/10/19,TM,procure,12,128.05
25/10/19,TM,procure,500,128
25/10/19,TM,procure,283,128.05
25/10/19,TM,sold,200,127.75
25/10/19,TM,procure,200,127.5
25/10/19,TM,sold,500,127.5
25/10/19,TM,procure,100,127.25
25/10/19,TM,procure,400,127.25
25/10/19,TM,sold,51,126.8
25/10/19,TM,sold,1959,126.75
